"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"0.211.231.01","Convention du 5 octobre 1961 concernant la compétence des autorités et la loi applicable en matière de protection des mineurs","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19610214/index.html","NA","RO 1969 191","1961-10-05","/opc/fr/classified-compilation/19610214/history.html","201402030000/0.211.231.01.pdf","2014-02-03",4,15,19610214,"https://www.admin.ch/opc/fr/classified-compilation/19610214/201402030000/0.211.231.01.pdf",8,"1969-02-04",1
"0.211.231.011","Convention du 19 octobre 1996 concernant la compétence, la loi applicable, la reconnaissance, l’exécution et la coopération en matière de responsabilité parentale et de mesures de protection des enfants (CLaH 96)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20061344/index.html","CLaH 96","RO 2009 3085","1996-10-19","/opc/fr/classified-compilation/20061344/history.html","201709250000/0.211.231.011.pdf","2017-09-25",5,4,20061344,"https://www.admin.ch/opc/fr/classified-compilation/20061344/201709250000/0.211.231.011.pdf",22,"2009-07-01",1
"0.211.231.022","Déclaration du 26 juin 1914 entre la Suisse et l’Allemagne concernant la correspondance en matière de tutelle","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19140020/index.html","NA","RO 30 275","1914-06-26","/opc/fr/classified-compilation/19140020/history.html","191410010000/0.211.231.022.pdf","1914-10-01",1,0,19140020,"https://www.admin.ch/opc/fr/classified-compilation/19140020/191410010000/0.211.231.022.pdf",4,"1914-10-01",1
"0.211.232.1","Convention du 13 janvier 2000 sur la protection internationale des adultes (CLaH 2000)","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/20061340/index.html","CLaH 2000","RO 2009 3107","2000-01-13","/opc/fr/classified-compilation/20061340/history.html","201709250000/0.211.232.1.pdf","2017-09-25",4,3,20061340,"https://www.admin.ch/opc/fr/classified-compilation/20061340/201709250000/0.211.232.1.pdf",18,"2009-07-01",1
"0.211.312.1","Convention du 5 octobre 1961 sur les conflits de loi en matière de forme des dispositions testamentaires","/opc/fr/classified-compilation/0.21.html","/opc/fr/classified-compilation/19610215/index.html","NA","RO 1971 1366","1961-10-05","/opc/fr/classified-compilation/19610215/history.html","201710030000/0.211.312.1.pdf","2017-10-03",4,13,19610215,"https://www.admin.ch/opc/fr/classified-compilation/19610215/201710030000/0.211.312.1.pdf",8,"1971-10-17",1
"0.221.122.3","Convention européenne du 16 mai 1972 sur la computation des délais","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19720104/index.html","NA","RO 1983 500","1972-05-16","/opc/fr/classified-compilation/19720104/history.html","201101010000/0.221.122.3.pdf","2011-01-01",2,3,19720104,"https://www.admin.ch/opc/fr/classified-compilation/19720104/201101010000/0.221.122.3.pdf",6,"1983-04-28",1
"0.221.211.1","Convention des Nations Unies du 11 avril 1980 sur les contrats de vente internationale de marchandises","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19800082/index.html","NA","RO 1991 307","1980-04-11","/opc/fr/classified-compilation/19800082/history.html","201608040000/0.221.211.1.pdf","2016-08-04",5,8,19800082,"https://www.admin.ch/opc/fr/classified-compilation/19800082/201608040000/0.221.211.1.pdf",32,"1991-03-01",1
"0.221.211.4","Convention du 15 juin 1955 sur la loi applicable aux ventes à caractère international d’objets mobiliers corporels","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19550095/index.html","NA","RO 1972 1906","1955-06-15","/opc/fr/classified-compilation/19550095/history.html","200601120000/0.221.211.4.pdf","2006-01-12",1,1,19550095,"https://www.admin.ch/opc/fr/classified-compilation/19550095/200601120000/0.221.211.4.pdf",4,"1972-10-27",1
"0.221.222.32","Convention de Budapest du 22 juin 2001 relative au contrat de transport de marchandises en navigation intérieure (CMNI)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/20021983/index.html","CMNI","RO 2005 1269","2001-06-22","/opc/fr/classified-compilation/20021983/history.html","201302210000/0.221.222.32.pdf","2013-02-21",4,3,20021983,"https://www.admin.ch/opc/fr/classified-compilation/20021983/201302210000/0.221.222.32.pdf",22,"2005-04-01",1
"0.221.333.213.6","Accord du 6 décembre 1955 entre la Confédération suisse et la République fédérale d’Allemagne au sujet du règlement de questions concernant les conseils d’administration des sociétés anonymes constituées en République fédérale d’Allemagne en vue d’exploiter les usines hydroélectriques frontières du Rhin","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19550211/index.html","NA","RO 1957 821","1955-12-06","/opc/fr/classified-compilation/19550211/history.html","195710090000/0.221.333.213.6.pdf","1957-10-09",1,0,19550211,"https://www.admin.ch/opc/fr/classified-compilation/19550211/195710090000/0.221.333.213.6.pdf",4,"1957-10-09",1
"0.221.371","Convention du 1er juillet 1985 relative à la loi applicable au trust et à sa reconnaissance","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/20051844/index.html","NA","RO 2007 2855","1985-07-01","/opc/fr/classified-compilation/20051844/history.html","201201090000/0.221.371.pdf","2012-01-09",2,1,20051844,"https://www.admin.ch/opc/fr/classified-compilation/20051844/201201090000/0.221.371.pdf",10,"2007-07-01",1
"0.221.554.1","Convention du 7 juin 1930 portant loi uniforme sur les lettres de change et billets à ordre (avec annexes et prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19300022/index.html","NA","RO 53 351","1930-06-07","/opc/fr/classified-compilation/19300022/history.html","200508170000/0.221.554.1.pdf","2005-08-17",1,6,19300022,"https://www.admin.ch/opc/fr/classified-compilation/19300022/200508170000/0.221.554.1.pdf",34,"1937-07-01",1
"0.221.554.2","Convention du 7 juin 1930 destinée à régler certains conflits de lois en matière de lettres de change et de billets à ordre (avec prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19300024/index.html","NA","RO 53 381","1930-06-07","/opc/fr/classified-compilation/19300024/history.html","201611080000/0.221.554.2.pdf","2016-11-08",2,5,19300024,"https://www.admin.ch/opc/fr/classified-compilation/19300024/201611080000/0.221.554.2.pdf",8,"1937-07-01",1
"0.221.554.3","Convention du 7 juin 1930 relative au droit de timbre en matière de lettres de change et de billets à ordre (avec prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19300025/index.html","NA","RO 53 388","1930-06-07","/opc/fr/classified-compilation/19300025/history.html","200508170000/0.221.554.3.pdf","2005-08-17",1,5,19300025,"https://www.admin.ch/opc/fr/classified-compilation/19300025/200508170000/0.221.554.3.pdf",8,"1937-07-01",1
"0.221.554.4","Acte final de la Conférence de Genève pour l’unification du droit en matière de lettres de change et de billets à ordre, du 7 juin 1930","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19300023/index.html","NA","RO 53 394","1930-06-07","/opc/fr/classified-compilation/19300023/history.html","193006070000/0.221.554.4.pdf","1930-06-07",1,0,19300023,"https://www.admin.ch/opc/fr/classified-compilation/19300023/193006070000/0.221.554.4.pdf",2,"1930-06-07",1
"0.221.555.1","Convention du 19 mars 1931 portant loi uniforme sur les chèques (avec annexes et prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19310012/index.html","NA","RO 53 396","1931-03-19","/opc/fr/classified-compilation/19310012/history.html","200512120000/0.221.555.1.pdf","2005-12-12",1,7,19310012,"https://www.admin.ch/opc/fr/classified-compilation/19310012/200512120000/0.221.555.1.pdf",30,"1937-07-01",1
"0.221.555.2","Convention du 19 mars 1931 destinée à régler certains conflits de lois en matière de chèques (avec prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19310014/index.html","NA","RO 53 420","1931-03-19","/opc/fr/classified-compilation/19310014/history.html","200512120000/0.221.555.2.pdf","2005-12-12",1,5,19310014,"https://www.admin.ch/opc/fr/classified-compilation/19310014/200512120000/0.221.555.2.pdf",10,"1937-07-01",1
"0.221.555.3","Convention du 19 mars 1931 relative au droit de timbre en matière de chèques (avec prot.)","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19310015/index.html","NA","RO 53 427","1931-03-19","/opc/fr/classified-compilation/19310015/history.html","200602170000/0.221.555.3.pdf","2006-02-17",1,6,19310015,"https://www.admin.ch/opc/fr/classified-compilation/19310015/200602170000/0.221.555.3.pdf",8,"1937-07-01",1
"0.221.555.4","Acte final de la Conférence de Genève pour l’unification du droit en matière de chèques, du 19 mars 1931","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/19310013/index.html","NA","RO 53 432","1931-03-19","/opc/fr/classified-compilation/19310013/history.html","193103190000/0.221.555.4.pdf","1931-03-19",1,0,19310013,"https://www.admin.ch/opc/fr/classified-compilation/19310013/193103190000/0.221.555.4.pdf",2,"1931-03-19",1
"0.221.556.1","Convention du 5 juillet 2006 sur la loi applicable à certains droits sur des titres détenus auprès d’un intermédiaire","/opc/fr/classified-compilation/0.22.html","/opc/fr/classified-compilation/20061951/index.html","NA","RO 2017 2081","2006-07-05","/opc/fr/classified-compilation/20061951/history.html","201704010000/0.221.556.1.pdf","2017-04-01",1,0,20061951,"https://www.admin.ch/opc/fr/classified-compilation/20061951/201704010000/0.221.556.1.pdf",14,"2017-04-01",1
".23","Convention du 14 juillet 1967 instituant l’Organisation Mondiale de la Propriété Intellectuelle","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19670147/index.html","NA","RO 1970 603","1967-07-14","/opc/fr/classified-compilation/19670147/history.html","201602240000/0.230.pdf","2016-02-24",4,21,19670147,"https://www.admin.ch/opc/fr/classified-compilation/19670147/201602240000/0.230.pdf",22,"1970-04-26",1
"0.230.978.9","Accord du 7 juillet 1999 entre le Conseil fédéral suisse et le Gouvernement de la République socialiste du Vietnam sur la protection de la propriété intellectuelle et la coopération dans ce domaine (avec annexes)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/20000053/index.html","NA","RO 2003 1498","1999-07-07","/opc/fr/classified-compilation/20000053/history.html","200006080000/0.230.978.9.pdf","2000-06-08",1,0,20000053,"https://www.admin.ch/opc/fr/classified-compilation/20000053/200006080000/0.230.978.9.pdf",10,"2000-06-08",1
"0.231.0","Convention universelle du 6 septembre 1952 sur le droit d’auteur (avec prot. add. 1 et 2)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19520176/index.html","NA","RO 1956 106","1952-09-06","/opc/fr/classified-compilation/19520176/history.html","201004150000/0.231.0.pdf","2010-04-15",2,12,19520176,"https://www.admin.ch/opc/fr/classified-compilation/19520176/201004150000/0.231.0.pdf",16,"1956-03-30",1
"0.231.01","Convention universelle sur le droit d’auteur révisée à Paris le 24 juillet 1971 (avec décl., résol. et prot.)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19910176/index.html","NA","RO 1993 2635","1991-07-24","/opc/fr/classified-compilation/19910176/history.html","201004230000/0.231.01.pdf","2010-04-23",2,2,19910176,"https://www.admin.ch/opc/fr/classified-compilation/19910176/201004230000/0.231.01.pdf",24,"1993-09-21",1
"0.231.12","Convention de Berne pour la protection des oeuvres littéraires et artistiques, révisée à Rome le 2 juin 1928","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19280013/index.html","NA","RO 47 466","1928-06-02","/opc/fr/classified-compilation/19280013/history.html","200605050000/0.231.12.pdf","2006-05-05",1,3,19280013,"https://www.admin.ch/opc/fr/classified-compilation/19280013/200605050000/0.231.12.pdf",12,"1931-08-01",1
"0.231.13","Convention de Berne pour la Protection des oeuvres littéraires et artistiques revisée à Bruxelles le 26 juin 1948","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19480180/index.html","NA","RO 1955 1114","1948-06-26","/opc/fr/classified-compilation/19480180/history.html","200605050000/0.231.13.pdf","2006-05-05",1,6,19480180,"https://www.admin.ch/opc/fr/classified-compilation/19480180/200605050000/0.231.13.pdf",16,"1956-01-02",1
"0.231.14","Convention de Berne pour la protection des oeuvres littéraires et artistiques, révisée à Stockholm le 14 juillet 1967 (avec prot. relatif aux pays en voie de développement)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19670154/index.html","NA","RO 1970 648","1967-07-14","/opc/fr/classified-compilation/19670154/history.html","200605050000/0.231.14.pdf","2006-05-05",1,4,19670154,"https://www.admin.ch/opc/fr/classified-compilation/19670154/200605050000/0.231.14.pdf",30,"1970-05-04",1
"0.231.15","Convention de Berne pour la protection des oeuvres littéraires et artistiques, révisée à Paris le 24 juillet 1971 (avec annexe)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19710188/index.html","NA","RO 1993 2659","1971-07-24","/opc/fr/classified-compilation/19710188/history.html","201609260000/0.231.15.pdf","2016-09-26",5,6,19710188,"https://www.admin.ch/opc/fr/classified-compilation/19710188/201609260000/0.231.15.pdf",38,"1993-09-25",1
"0.231.151","Traité de l’OMPI du 20 décembre 1996 sur le droit d’auteur (WCT) (avec décl.)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/20052771/index.html","WCT","RO 2008 2503","1996-12-20","/opc/fr/classified-compilation/20052771/history.html","201603020000/0.231.151.pdf","2016-03-02",5,4,20052771,"https://www.admin.ch/opc/fr/classified-compilation/20052771/201603020000/0.231.151.pdf",12,"2008-07-01",1
"0.231.171","Convention internationale du 26 octobre 1961 sur la protection des artistes interprètes ou exécutants, des producteurs de phonogrammes et des organismes de radiodiffusion","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/19610224/index.html","NA","RO 1993 2696","1961-10-26","/opc/fr/classified-compilation/19610224/history.html","201204230000/0.231.171.pdf","2012-04-23",4,5,19610224,"https://www.admin.ch/opc/fr/classified-compilation/19610224/201204230000/0.231.171.pdf",16,"1993-09-24",1
"0.231.171.1","Traité de l’OMPI du 20 décembre 1996 sur les interprétations et exécutions et les phonogrammes (WPPT) (avec décl.)","/opc/fr/classified-compilation/0.23.html","/opc/fr/classified-compilation/20052772/index.html","WPPT","RO 2008 2515","1996-12-20","/opc/fr/classified-compilation/20052772/history.html","201707030000/0.231.171.1.pdf","2017-07-03",5,4,20052772,"https://www.admin.ch/opc/fr/classified-compilation/20052772/201707030000/0.231.171.1.pdf",16,"2008-07-01",1
