"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"20020035-1",12,0,"20020035","Arrêté fédéral portant approbation du Protocole additionnel à la Convention du Conseil de l'Europe sur le transfèrement des personnes condamnées","Bundesbeschluss über die Genehmigung und die Umsetzung des Zusatzprotokolls zum Übereinkommen des Europarates über die Überstellung verurteilter Personen","2002-05-01",46,"2003-12-19",2,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Auslieferung; internationales Abkommen; Protokoll zu einem Abkommen; Rechtshilfe; Europarat; Strafvollzugsrecht","351.1","RO 2004 4161","http://www.admin.ch/opc/fr/official-compilation/2004/4161.pdf","2002-4055","","FF 2003 7519","http://www.admin.ch/opc/fr/federal-gazette/2003/7519.pdf","",NA,NA,0,"parl_adopted","JC_OK","agreement","none","none","no_eu_law","1997-12-18","international","CE/SC","IV","no","2003-12-19",166,0,16,"2003-12-19",42,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","D0435","","",""
"20020035-2",12,1,"20020035","Loi fédérale sur l'entraide internationale en matière pénale (Loi sur l'entraide pénale internationale, EIMP)","","2002-05-01",46,"2003-12-03",2,12,"yes","optional","federal law","DFJP","Auslieferung; internationales Abkommen; Protokoll zu einem Abkommen; Rechtshilfe; Europarat; Strafvollzugsrecht","","","","","","","","",NA,NA,0,"non-consideration","","none","","none","","","","","","no","",NA,NA,NA,"",NA,NA,0,"no","",0,0,"","","","","","","","","","","","","","","","","",""
"20020037-1",1,0,"20020037","Arrêté fédéral approuvant un protocole modifiant la Convention de double imposition avec la République fédérale d'Allemagne","Bundesbeschluss über ein Protokoll zur Änderung des Doppelbesteuerungsabkommens mit der Bundesrepublik Deutschland","2002-05-08",46,"2002-12-09",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFF","Doppelbesteuerung; Steuerübereinkommen; Protokoll zu einem Abkommen; Deutschland; Quellensteuer","","","","2002-3998","","","","",NA,NA,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CE/SC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20020038-1",10,0,"20020038","Ordonnance de l'Assemblée fédérale concernant les taux d'alcoolémie limites admis en matière de circulation routière","Verordnung der Bundesversammlung über Blutalkoholgrenzwerte im Strassenverkehr","2002-05-22",46,"2003-03-21",1,21,"no","none","ordinance","DETEC","FIAZ; Sicherheit im Strassenverkehr; Alkoholkonsum; Strassenverkehrsordnung","741.13","RO 2004 3523","http://www.admin.ch/opc/fr/official-compilation/2004/3523.pdf","2002-3677","","","","",NA,NA,0,"parl_adopted","JC3 : consultation = 1998-25 ? 
C'est la seule qui corresponde un peu près mais je suis pas sur","none","none","","no_eu_law","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"international_affairs","","","","","","","","","","","","","","","","",""
"20020039-1",NA,0,"20020039","Arrêté fédéral concernant une Convention portant rectifications de la frontière avec la France","Bundesbeschluss über ein Grenzbereinigungsabkommen mit Frankreich ","2002-05-15",46,"2002-12-13",2,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFAE","Grenze; internationales Übereinkommen; Deutschland; Frankreich","","RO 2004 3941","http://www.admin.ch/opc/fr/official-compilation/2004/3941.pdf","2002-4029","","FF 2002 7774","http://www.admin.ch/opc/fr/federal-gazette/2002/7774.pdf","",NA,NA,0,"parl_adopted","Pour ce message, le projet de convention a été instauré par une commission franco-suisse (PDF, p.3). J'ai jugé que l'impulsion était donc plus du gouvernement que del'international.

JC_OK","agreement","none","none","missing","2001-05-04","government","CN/NC","V","no","2002-12-13",165,0,1,"2002-12-13",44,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20020039-2",NA,0,"20020039","Arrêté fédéral concernant une convention sur le tracé de la frontière avec l'Allemagne","Bundesbeschluss über einen Grenzbereinigungsvertrag mit Deutschland ","2002-05-15",46,"2002-12-13",2,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFAE","Grenze; internationales Übereinkommen; Deutschland; Frankreich","","RO 2004 2745","http://www.admin.ch/opc/fr/official-compilation/2004/2745.pdf","2002-4032","","FF 2002 7773","http://www.admin.ch/opc/fr/federal-gazette/2002/7773.pdf","",NA,NA,0,"parl_adopted","","agreement","none","none","missing","2001-05-04","government","CN/NC","V","no","2002-12-13",173,0,0,"2002-12-13",44,0,0,"no","none",0,0,"international_affairs","","","","","","","","","","","","","","","","",""
"20020040-1",20,1,"20020040","Arrêté fédéral concernant l'initiative populaire ""Avanti - pour des autoroutes sûres et performantes""","Bundesbeschluss über die Volksinitiative ""Avanti - für sichere und leistungsfähige Autobahnen""","2002-05-15",46,"2003-10-03",1,31,"yes","initiative","federal decree regarding a popular initiative","DETEC","Nationalstrassenbau; Strassennetz; Autobahn; Tunnel; Verkehrsinfrastruktur; Volksinitiative; Mittelland; Alpentransitverkehr; Verkehrsplanung; Verkehrswirtschaft; Verkehrslinie; regionaler Verkehr; Prognose; Gegenvorschlag; Fonds","","","","2002-4231","","FF 2003 6047","http://www.admin.ch/opc/fr/federal-gazette/2003/6047.pdf","",NA,NA,0.5,"parl_adopted","JC_OK","none","none","none","incompatible_reform","2000-11-28","people","CN/NC","III","no","2003-10-03",101,85,4,"2003-10-03",34,8,0,"","none",0,0,"transportation","","","","","","","","","","","","","","","","",""
"20020041-1",20,0,"20020041","Arrêté fédéral relatif à la vue d'ensemble de l'évolution future du marché postal en Suisse","Bundesbeschluss betreffend die Gesamtschau zur weiteren Entwicklung des Postwesens in der Schweiz","2002-05-22",46,"2002-12-09",2,43,"no","none","other simple federal decree","DETEC","Post; Reform; service public; Haftung; Verantwortlichkeit der Verwaltung; Bericht; Gesetz; Staatsmonopol; Liberalisierung; Europakompatibilität; Leistungsauftrag","","","","2002-4763","","FF 2003 132","http://www.admin.ch/opc/fr/federal-gazette/2003/132.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",1,1,"defense","","","","","","","","","","","2001-25","","","","","",""
"20020041-2",20,0,"20020041","Loi fédérale sur l'organisation de l'entreprise fédérale de la Poste (Loi sur l'organisation de la Poste, LOP)","Bundesgesetz über die Organisation der Postunternehmung des Bundes (Postorganisationsgesetz, POG) ","2002-05-22",46,"2002-12-13",2,12,"yes","optional","federal law","DETEC","Post; Reform; service public; Haftung; Verantwortlichkeit der Verwaltung; Bericht; Gesetz; Staatsmonopol; Liberalisierung; Europakompatibilität; Leistungsauftrag","783.1","RO 2003 3385","http://www.admin.ch/opc/fr/official-compilation/2003/3385.pdf","2002-4764","","FF 2002 7769","http://www.admin.ch/opc/fr/federal-gazette/2002/7769.pdf","",NA,NA,0,"parl_adopted","pas sur de initiation_date

JC_Q","none","none","none","compatible_reform","2000-06-30","government","CN/NC","III","no","2002-12-13",151,12,NA,"2002-12-13",44,0,0,"no","none",1,1,"government_admin","","","","","","","","","","","2001-25","","","","","",""
"20020042-1",1,0,"20020042","Arrêté fédéral approuvant une convention de double imposition avec la République de Lettonie","Bundesbeschluss über ein Doppelbesteuerungsabkommen mit der Republik Lettland","2002-05-22",46,"2002-12-09",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFF","Doppelbesteuerung; Steuerübereinkommen; Lettland","","RO 2003 964","http://www.admin.ch/opc/fr/official-compilation/2003/964.pdf","2002-4881","","","","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"international_affairs","","","","","","","","","","","","","","","","",""
"20020043-1",10,0,"20020043","Loi fédérale sur l'aviation (LA)","Luftfahrtgesetz (LFG)","2002-05-22",46,"2003-03-21",1,12,"yes","optional","federal law","DETEC","Luftverkehrskontrolle; Fusion von Unternehmen; Militärflugzeug; Luftrecht","748.0","RO 2003 2179","http://www.admin.ch/opc/fr/official-compilation/2003/2179.pdf","2002-4143","","FF 2003 2537","http://www.admin.ch/opc/fr/federal-gazette/2003/2537.pdf","",NA,NA,0.5,"parl_adopted","","none","none","none","compatible_reform","1998-08-17","parl_committee","CN/NC","III","no","2003-03-21",187,0,0,"2003-03-21",39,0,0,"no","none",0,2,"macroeconomics","19983363","19983364","","","","","","","","","","","","","","",""
"20020045-1",16,1,"20020045","Arrêté fédéral concernant l'immobilier militaire (Message sur l'immobilier militaire 2003)","Bundesbeschluss über militärische Immobilien (Immobilienbotschaft Militär 2003)","2002-05-29",46,"2002-12-09",1,42,"no","none","simple federal decree regarding a funding decision","DDPS","militärische Anlage; Bundesbauten; öffentliches Bauwesen; Unterhaltskosten; Landeigentum der öffentlichen Hand","","","","2002-4872","","FF 2003 97","http://www.admin.ch/opc/fr/federal-gazette/2003/97.pdf","",NA,NA,0,"parl_adopted","","none","none","","missing","","","CN/NC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,1,"macroeconomics","","","","","","","","","","","","","","","","",""
"20020046-1",4,0,"20020046","Loi fédérale sur l'agriculture (Loi sur l'agriculture, LAgr)","Bundesgesetz über die Landwirtschaft (Landwirtschaftsgesetz, LwG)","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","910.1","RO 2003 4217","http://www.admin.ch/opc/fr/official-compilation/2003/4217.pdf","2002-4543","","FF 2003 4082","http://www.admin.ch/opc/fr/federal-gazette/2003/4082.pdf","",NA,NA,2,"parl_adopted","message pas complet (ne contient que les 4 premières pages)
la suite se trouve à : 
https://www.admin.ch/opc/fr/federal-gazette/2002/4401.pdf

mettre le message complet ?

JC_Q","agreement_implementation","autonomous_adaptation","preparation","partial_adaptation","2000-07-04","government","CE/SC","III","no","2003-06-20",92,17,NA,"2003-06-20",45,0,0,"no","none",1,5,"agriculture","","","","","","","","","","","2001-32","","","F2527","","",""
"20020046-2",4,0,"20020046","Arrêté fédéral sur les moyens financiers destinés à l'agriculture pour les années 2004 à 2007","Bundesbeschluss über die finanziellen Mittel für die Landwirtschaft in den Jahren 2004-2007 ","2002-05-29",46,"2003-06-05",7,42,"no","none","simple federal decree regarding a funding decision","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","","","","2002-4610","","FF 2003 4354","http://www.admin.ch/opc/fr/federal-gazette/2003/4354.pdf","",NA,NA,0.5,"parl_adopted","","none","none","","missing","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",1,1,"macroeconomics","","","","","","","","","","","2001-32","","","","","",""
"20020046-3",14,0,"20020046","Loi fédérale sur le droit foncier rural (LDFR)","Bundesgesetz über das bäuerliche Bodenrecht (BGBB)","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","211.412.11","RO 2003 4123","http://www.admin.ch/opc/fr/official-compilation/2003/4123.pdf","2002-4629","","FF 2003 4102","http://www.admin.ch/opc/fr/federal-gazette/2003/4102.pdf","",NA,NA,1,"parl_adopted","https://www.admin.ch/opc/fr/federal-gazette/2002/4611.pdf

mettre le message spécifique ?

JC_Q","none","none","none","no_eu_law","2000-07-04","government","CE/SC","III","no","2003-06-20",173,0,NA,"2003-06-20",44,0,0,"no","none",1,1,"agriculture","","","","","","","","","","","2001-32","","","","","",""
"20020046-4",14,0,"20020046","Loi fédérale sur le bail à ferme agricole (LBFA)","Bundesgesetz über die landwirtschaftliche Pacht (LPG)","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","221.213.2","RO 2003 4127","http://www.admin.ch/opc/fr/official-compilation/2003/4127.pdf","2002-4633","","FF 2003 4098","http://www.admin.ch/opc/fr/federal-gazette/2003/4098.pdf","",NA,NA,0,"parl_adopted","https://www.admin.ch/opc/fr/federal-gazette/2002/4611.pdf

mettre le message spécifique ?

JC_Q","none","none","none","no_eu_law","2000-07-04","government","CE/SC","III","no","2003-06-20",163,0,NA,"2003-06-20",44,0,0,"no","none",1,1,"urban_regional","","","","","","","","","","","2001-32","","","","","",""
"20020046-5",14,0,"20020046","Code civil","Schweizerisches Zivilgesetzbuch","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","210","RO 2003 4121","http://www.admin.ch/opc/fr/official-compilation/2003/4121.pdf","2002-4637","","FF 2003 4074","http://www.admin.ch/opc/fr/federal-gazette/2003/4074.pdf","",NA,NA,0,"parl_adopted","https://www.admin.ch/opc/fr/federal-gazette/2002/4611.pdf

mettre le message spécifique ?

JC_Q","none","none","none","no_eu_law","2000-07-04","government","CE/SC","III","no","2003-06-20",171,0,NA,"2003-06-20",44,0,0,"no","none",1,1,"urban_regional","","","","","","","","","","","2001-32","","","","","",""
"20020046-6",4,0,"20020046","Loi sur les épizooties (LFE)","Tierseuchengesetz (TSG)","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","916.40","RO 2003 4237","http://www.admin.ch/opc/fr/official-compilation/2003/4237.pdf","2002-4649","","FF 2003 4078","http://www.admin.ch/opc/fr/federal-gazette/2003/4078.pdf","",NA,NA,1.5,"parl_adopted","https://www.admin.ch/opc/fr/federal-gazette/2002/4638.pdf

mettre le message spécifique ?

JC_Q","none","none","none","compatible_reform","2000-07-04","government","CE/SC","III","no","2003-06-20",168,0,NA,"2003-06-20",44,0,0,"no","none",1,1,"macroeconomics","","","","","","","","","","","2001-32","","","","","",""
"20020046-7",4,0,"20020046","Loi fédérale sur la protection des animaux (LPA)","Tierschutzgesetz (TSchG) ","2002-05-29",46,"2003-06-20",7,12,"yes","optional","federal law","DEFR","Agrarpolitik (allgemein); Agrarrecht; Gesetz; Milchkontingentierung; Subvention; Bodenrecht; landwirtschaftliches Grundeigentum; Pacht; Tierkrankheit; Milch; Marktordnung; Liberalisierung; Maul- und Klauenseuche; Tiertransport; Schlachtung; Einfuhr; Fleisch; Judentum; Stillegung landwirtschaftlicher Betriebe; berufliche Umschulung; Investitionsbeihilfe; Zollkontingent; Tierschutz; Hund; Kontrolle; Datenbasis","455","RO 2003 4181","http://www.admin.ch/opc/fr/official-compilation/2003/4181.pdf","2002-4656","","FF 2003 4076","http://www.admin.ch/opc/fr/federal-gazette/2003/4076.pdf","",NA,NA,0,"parl_adopted","message pas complet (ne contient que les 4 premières pages)
la suite se trouve à : 
https://www.admin.ch/opc/fr/federal-gazette/2002/4651.pdf

JC_AC","none","none","none","partial_adaptation","2000-03-01","government","CE/SC","III","no","2003-06-20",166,0,NA,"2003-06-20",42,0,0,"no","none",1,1,"agriculture","","","","","","","","","","","2001-33","","","","","",""
"20020047-1",9,0,"20020047","Loi fédérale sur le système d'information commun aux domaines des étrangers et de l'asile (LDEA)","Bundesgesetz über das Informationssystem für den Ausländer- und den Asylbereich ","2002-05-29",46,"2003-06-20",1,12,"yes","optional","federal law","DFJP","Ausländer/in; Asylbewerber/in; Verzeichnis; Datenschutz; Datenbasis","142.51","RO 2006 1931","http://www.admin.ch/opc/fr/official-compilation/2006/1931.pdf","2002-4385","","FF 2003 4032","http://www.admin.ch/opc/fr/federal-gazette/2003/4032.pdf","",NA,NA,0.5,"parl_adopted","Pour cet objet il n'y a aucune indication concernant les dates de la procédure de consultation (PDF p. 6). J'ai pu identifier une date de fin grâce aux informations du site de la Conféderation (https://www.admin.ch/ch/f/gg/pc/ind2001.html#DFJP) mais il n'y a aucune indication concernant le début de la procédure. ","none","none","none","compatible_reform","1998-11-09","government","CN/NC","IV","no","2003-06-20",167,0,NA,"2003-06-20",43,0,0,"no","none",1,1,"immigration","","","","","","","","","","","2001-15","","","","","",""
