"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2008-02-14","NA","DFAE","2008-1","Une Institution nationale des droits de l’homme en Suisse ? Le point de vue du secteur prive."
"2008-08-15","2008-06-11","DFI","2008-10","Liste des analyses (Annexe 3 de l’Ordonnance du DFI sur les prestations dans l’assurance obligatoire des soins en cas de maladie)"
"2008-10-10","2008-06-18","DFJP","2008-15","Modification de l'Ordonnance du 20 septembre 2002 sur les documents d'identité des ressortissants suisses (ordonnance sur les documents d'identité)"
"2009-03-31","2008-12-05","DFJP","2008-19","Révision partielle du code des obligations (protection en cas de signalement de faits répréhensibles par le travailleur)"
"2008-08-15","2008-05-21","DFJP","2008-21","Ordonnance relative à l'usage de la contrainte et de mesures policières dans les domaines relevant de la compétence de la Confédération (Ordonnance sur l'usage de la contrainte, OLUsC)"
"2008-12-31","2008-09-29","DFJP","2008-22","02.440 Initiative parlementaire. LP. Limiter le privilège des créances accordé aux salariés"
"2008-06-30","NA","DFJP","2008-23","Consultation des cantons en vue de la signature du Protocole de l’ONU contre la fabrication et le trafic illicites d’armes à feu, de leurs pièces, éléments et munitions"
"2008-09-30","NA","DDPS","2008-25","Loi fédérale sur les systèmes d’information de la Confédération dans le domaine du sport"
"2008-11-14","2008-08-19","DDPS","2008-26","Ordonnance sur le cadastre des restrictions de droit public à la propriété foncière (OCRDP)"
"2009-02-27","2008-12-04","DDPS","2008-27","Révision de l'ordonnance sur l'alarme (OAL)"
"2009-02-20","2008-12-04","DDPS","2008-28","Révision de l'Inventaire suisse des biens culturels d'importance nationale et régionale («Inventaire PBC»)"
"2008-05-04","2008-02-04","DFI","2008-3","Ordonnance sur l'assurance-maladie (OAMal). Ordonnance sur le calcul des couts et le classement des prestations par les hopitaux et les etablissements medico-sociaux (OCP). Ordonnance sur les prestations dans I'assurance des soins (OPAS)"
"2008-05-06","2008-03-06","DFF","2008-34","Ordonnance sur les audits des marchés financiers (OA-FINMA); Ordonnance réglant la perception d’émoluments et de taxes par l’Autorité fédérale de surveillance des marchés financiers (Ordonnance sur les émoluments de la FINMA, Oém-FINMA)"
"2008-07-14","2008-06-11","DFF","2008-35","Modification d’ordonnances concernant les droits de timbre, l’impôt anticipé et l’imputation forfaitaire d’impôt"
"2009-02-28","2008-11-13","DFF","2008-38","05.309 Initiative du canton de Berne. Différenciation de l’impôt sur les véhicules à moteur au niveau fédéral"
"2008-08-04","2008-06-20","DFF","2008-39","La CFB met en consultation les projets de l'ordonnance sur les bourses de la FINMA et de l'ordonnance sur les OPA"
"2008-05-05","2008-02-20","DFI","2008-4","Révision partielle de 7 ordonnances sur le droit des produits chimiques"
"2008-09-15","2008-07-18","DFF","2008-40","Modification de l'art. 3a al.4, let. d de l'ordonnance sur les banques et les caisses d'épargne (Ordonnance sur les banques, OB)"
"2008-10-08","2008-07-31","DFI","2008-5","Ordonnance concernant la loi sur le recensement fédéral de la population"
"2008-04-17","2008-12-19","DETEC","2008-50","Arrêté fédéral concernant le programme d’élimination des goulets d’étranglement sur le réseau des routes nationales et l'allocation des moyens financiers nécessaires"
"2008-07-04","2008-04-11","DETEC","2008-51","Révision du droit concernant le transport des marchandises dangereuses"
"2008-06-13","2008-05-28","DETEC","2008-52","Ordonnance du DETEC sur la réduction accordée sur le prix du sillon ferroviaire dans le trafic combiné"
"2008-07-14","2008-05-28","DETEC","2008-53","Modification de la loi sur le CO2 afin d<U+0092>exempter de la taxe sur le CO2 les centrales à combustibles fossiles"
"2008-08-15","2008-06-20","DETEC","2008-54","L’ordonnance du DETEC relative à la preuve du bilan écologique global positif des carburants issus de matières premières renouvelables (ordonnance sur l’écobilan des carburants, OEcobiC)"
"2008-09-15","2008-06-30","DETEC","2008-55","Ordonnance sur la Commission de sécurité nucléaire (en même temps que l'audition 'Ordonnance concernant l'Inspection fédérale de la sécurité nucléaire')"
"2008-09-15","2008-06-30","DETEC","2008-56","Ordonnance concernant l'Inspection fédérale de la sécurité nucléaire (en même temps que l'audition 'Ordonnance sur la Commission de sécurité nucléaire')"
"2008-10-31","2008-08-26","DETEC","2008-57","Loi fédérale sur l'examen et le contrôle de la sécurité technique (Loi sur le contrôle de la sécurité, LCS)"
"2009-02-28","2008-11-27","DETEC","2008-58","Révision de l’ordonnance sur les mouvements de déchets"
"2009-02-28","2008-12-09","DETEC","2008-59","Modification de l'ordonnance sur la protection contre le rayonnement non ionisant (ORNI)"
"2008-11-04","2008-10-10","DFI","2008-6","Ordonnance du 14 février 2007 sur la carte d’assuré pour l’assurance obligatoire des soins (OCA)"
"2009-03-15","2008-12-10","DETEC","2008-60","Deuxième révision de l’ordonnance sur la réduction des risques liés aux produits chimiques (ORRChim)"
"2008-03-07","2008-01-30","DETEC","2008-64","Révision de l'Ordonnance sur la navigation dans les eaux suisses (Ordonnance sur la navigation intérieure, ONI)"
"2008-03-20","2008-02-15","DETEC","2008-65","Ordonnance sur les concessions pour le transport des voyageurs (OCTV)"
"2008-08-22","2008-07-14","DETEC","2008-66","Révision de l’ordonnance réglant l’admission des chauffeurs (OACP), de l’ordonnance réglant l’admission à la circulation routière (OAC) et de l’ordonnance du 23 août 2000 sur le registre des autorisations de conduire"
"2008-08-22","2008-07-16","DETEC","2008-67","Rapport sur la politique suisse en matière de navigation"
"2008-08-15","2008-04-24","DFE","2008-69","Ordonnance sur la maturité professionnelle fédérale"
"2008-11-21","2008-10-22","DFI","2008-7","Révision partielle de l'ordonnance sur les produits biocides"
"2008-04-01","2008-01-10","DFE","2008-73","Ordonnance concernant l'abattage d'animaux et le contrôle des viandes (OAbCV). Ordonnance sur les denrées alimentaires et les objets usuels (ODAlOUs). Ordonnance concernant l'hygiène lors de l'abattage d'animaux (OHyAb)"
"2008-08-22","2008-06-12","DFE","2008-74","Modification de l'ordonnance du 27 juin 1995 sur les épizooties (OFE)"
"2008-03-28","2008-01-21","DFE","2008-76","Dispositions d’exécution relatives à la Politique agricole 2011: Second train d’ordonnances"
"2008-03-25","2008-03-06","DFE","2008-77","Modification de l'ordonnance du 27 juin 1995 sur les épizooties (OFE): fièvre catarrhale du mouton (bluetongue ou maladie de la langue bleue)"
"2008-05-09","2008-04-09","DFE","2008-78","Révision de l'ordonnance 1 relative à la loi sur le travail (OLT 1) et de l'ordonnance 4 relative à la loi sur le travail (OLT 4)"
"2008-06-11","2008-04-30","DFE","2008-79","Ordonnance sur la protection des animaux lors de leur abattage (OPAnAb)"
"2009-03-31","2008-12-18","DFI","2008-8","Modification de l'ordonnance sur l'assurance-maladie (OAMal), de l'ordonnance sur les prestations de l'assurance des soins (OPAS) et du règlement sur l<U+0092>assurance-vieillesse et survivants (RAVS)"
"2008-06-13","2008-05-07","DFE","2008-80","Modification des ordonnances réglementant l’importation, le transit et l’exportation d’animaux et de produits animaux (Paquet d’ordonnances OITE)"
"2008-07-04","2008-06-06","DFE","2008-81","Adaptation de l'ordonnance du DFE sur le financement des mesures relatives au marché du travail"
"2008-10-27","2008-09-05","DFE","2008-82","Révision de l'Ordonnance 2 relative à la loi sur le travail (OLT 2) (Dispositions spéciales pour certaines catégories d'entreprises ou de travailleurs)"
"2008-04-11","2008-03-17","DFI","2008-9","Programme National Tabac 2008-2012"
"2010-02-05","2009-10-21","DFI","2009-10","Révision ordinaire de la loi sur les produits thérapeutiques (2ème étape) "
"2009-06-15","2009-05-05","DETEC","2009-100","Ordonnance sur l'accès au réseau ferroviaire (OARF) et Dispositions d'exécution de l'ordonnance sur l'accès au réseau ferroviaire (DE-OARF)"
"2009-06-24","2009-05-14","DETEC","2009-101","Révision de l'ordonnance sur la signalisation routière (OSR) dans le contexte de l'introduction d'installations de passage à niveau du type «MICRO» "
"2009-06-30","2009-06-02","DETEC","2009-102","Nouvelle ordonnance sur le registre des accidents de la route (ORAR)"
"2009-11-13","2009-10-16","DETEC","2009-103","Modification de l'Ordonnance sur les émoluments et les taxes de surveillance dans le domaine de l’énergie (Oémol-En) "
"2010-02-09","2009-11-09","DETEC","2009-104","Modification de l'Ordonnance du 18 décembre 1995 sur le service de la navigation aérienne (OSNA) "
"2009-04-14","2009-02-10","DFE","2009-105","Ordonnance sur l’expérimentation animale / Ordonnance concernant le système d’information de gestion des expériences sur animaux (O-SIGEXPA) "
"2009-05-15","2009-04-02","DFE","2009-106","Révision de l’ordonnance sur les travailleurs détachés en Suisse (Odét) "
"2009-08-07","2009-07-10","DFE","2009-107","Modification de l’ordonnance du 26 novembre 2003 sur les marchés du bétail de boucherie et de la viande (Ordonnance sur le bétail de boucherie) "
"2009-08-28","2009-08-03","DFE","2009-108","Modification de l’ordonnance du 14 novembre 2003 sur l’élevage "
"2009-12-18","2009-11-11","DFE","2009-109","Modification de l'ordonnance sur les semences"
"2010-02-12","2009-11-30","DFE","2009-110","Ordonnance sur la déclaration concernant le bois et les produits en bois "
"2009-05-22","NA","DFE","2009-111","Ordonnance du DFE sur la bonification du risque de responsabilité du fondateur "
"2009-07-10","2009-05-11","DFE","2009-112","Modification de l’Ordonnance sur l’agriculture biologique et de l’Ordonnance du DFE du sur l’agriculture biologique "
"2009-07-09","2009-06-03","DFE","2009-113","Modification de l’Ordonnance sur les importations agricoles, OIAgr "
"2009-07-08","2009-06-04","DFE","2009-114","Modification de l’ordonnance du 14 septembre 2005 sur l’Institut fédéral des hautes études en formation professionnelle (IFFP) "
"2009-08-21","2009-08-06","DFE","2009-115","Modifications de l’ordonnance sur les mesures d’accompagnements social dans l’agriculture (OMAS) "
"2009-11-20","2009-09-25","DFE","2009-116","Audition relative à la modification de l’ordonnance agricole sur la déclaration (OAgrD, RS 916.51) "
"2009-12-18","2009-10-26","DFE","2009-117","Révision de l’ordonnance sur les produits phytosanitaires"
"2009-11-30","2009-10-29","DFE","2009-118","Ordonnance réglant la mise sur le marché de produits fabriqués conformément à des prescriptions techniques étrangères"
"2009-12-01","2009-11-10","DFE","2009-119","Ordonnance relative à la sécurité des produits (OSPro) "
"2009-05-05","2009-03-06","DFI","2009-12","Ordonnances sur les produits thérapeutiques, série III"
"2009-12-18","2009-11-13","DFE","2009-120","Modification de l’ordonnance du 16 juin 2006 relative aux émoluments perçus par l’Office fédéral de l’agriculture (OEmol-OFAG) "
"2009-12-18","2009-11-13","DFE","2009-121","Modification de l’ordonnance du 7 décembre 1998 sur le relevé et le traitement de données agricoles (Ordonnance sur les données agricoles) "
"2010-01-08","2009-11-17","DFE","2009-122","Modification des ordonnances sur les épizooties, la banque de données sur le trafic des animaux, les émoluments liés au trafic des animaux, les médicaments vétérinaires ainsi que l’abattage d’animaux et le contrôle des viandes "
"2009-12-07","2009-11-23","DFE","2009-123","Ordonnance de l’OVF concernant la vaccination contre la fièvre catarrhale du mouton en 2010 et modification de l'ordonnance du 27 juin 1995 sur les épizooties (OFE) "
"2009-05-31","2009-04-09","DFI","2009-14","Ordonnance du 12 avril 1995 sur la compensation des risques dans l'assurance-maladie (OCoR) "
"2009-09-04","2009-06-23","DFI","2009-15","Ordonnance sur la protection contre le tabagisme passif (ordonnance concernant la protection contre le tabagisme passif, OPTP) "
"2009-11-02","2009-09-29","DFI","2009-16","Modification de l’art. 25b de l’ordonnance sur les médicaments / élargissement du droit de remise pour les droguistes "
"2010-01-29","2009-12-02","DFI","2009-17","La révision partielle de l'ordonnance sur l'analyse génétique humaine (OAGH) et de l'ordonnance du DFI sur l'analyse génétique humaine (OAGH-DFI). "
"2010-03-01","2009-12-23","DFI","2009-18","Révision du droit des denrées alimentaires 2009"
"2009-04-20","2009-01-14","DFJP","2009-19","Modification du code pénal (droits d’accès en ligne à VOSTRA) "
"2009-05-01","2009-01-16","DFI","2009-2","Révision partielle de la loi fédérale sur l’assurance militaire "
"2009-07-31","2009-04-23","DFJP","2009-25","Loi sur les juristes d’entreprise (LJE) "
"2009-09-15","2009-06-05","DFJP","2009-27","Ordonnance sur la prise en charge extrafamiliale d’enfants (OPEE) et Ordonnance sur l’adoption (OAdo) "
"2009-09-05","2009-06-08","DFJP","2009-28","Arrêté fédéral portant approbation et mise en œuvre de l’échange de notes entre la Suisse et la Communauté européenne concernant la reprise de la directive sur le retour (développement de l’acquis de Schengen) "
"2009-10-31","2009-07-01","DFJP","2009-30","Modification du code pénal et du code pénal militaire concernant l'utilisation de symboles à caractère raciste "
"2009-09-30","2009-07-20","DFJP","2009-31","Ordonnance sur la communication électronique dans le cadre de procédures civile et pénales et de procédures en matière de poursuite pour dettes et de faillite. Ordonnance portant adaptation d'ordonnances au code de procédure civile "
